# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 04:22:42 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
loc_rowid,pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_lum
261,CoRoT-4 b,9.20205000,0.091200,13.002,232.33373,0.58300,,1058,,6190.00,1.15,1.19,
262,CoRoT-4 b,9.20205000,0.090250,13.339,223.43449,0.51700,0.140000,,,6190.00,1.17,1.16,
263,CoRoT-5 b,4.03789620,0.049470,15.558,148.42000,0.21700,0.090000,1438,F9 V,6100.00,1.19,1.00,
264,CoRoT-5 b,4.03789620,0.050040,13.249,149.38010,0.35400,,1348,,6100.00,1.05,1.02,
265,CoRoT-5 b,4.03791560,0.049500,14.079,145.88397,0.28800,,1397,,,1.11,0.99,0.180
266,CoRoT-5 b,4.03789620,0.049630,15.558,151.92274,0.22100,0.087000,,,6100.00,1.19,1.00,
267,CoRoT-6 b,8.88659300,0.085400,13.070,937.59850,2.30000,0.180000,,,6090.00,1.02,1.05,
268,CoRoT-6 b,8.88659300,0.085500,13.068,940.74000,2.32000,0.100000,1017,F9 V,6090.00,1.02,1.05,
269,CoRoT-6 b,8.88659300,0.085500,13.283,940.77680,2.21000,,1025,,6090.00,1.04,1.05,
270,CoRoT-7 b,0.85358500,0.017200,1.680,21.00000,,,,G9 V,5275.00,0.87,0.93,
271,CoRoT-7 b,0.85359159,0.017016,1.585,5.74000,7.50000,0.000000,1756,,5259.00,0.82,0.91,
272,CoRoT-7 b,0.85359165,0.017000,,4.73000,6.61000,0.120000,,,5256.00,0.86,0.90,-0.289
273,CoRoT-7 b,0.85358500,0.016900,1.861,6.99226,6.00000,,1910,,5250.00,0.96,0.88,
274,CoRoT-7 b,0.85359163,,1.681,4.07661,,0.000000,,,5275.00,0.83,0.82,
275,CoRoT-7 b,0.85400000,,1.580,4.60000,6.50000,,,,5313.00,0.84,0.88,
276,CoRoT-7 b,0.85358500,0.017000,,4.80000,,0.000000,,,5256.00,0.86,0.90,-0.289
277,CoRoT-7 c,3.69800000,0.046000,,8.40000,,0.000000,,,5256.00,0.86,0.90,-0.289
278,CoRoT-7 c,3.70000000,0.045000,,13.56000,,0.120000,,,5256.00,0.86,0.90,-0.289
279,CoRoT-8 b,6.21244500,0.063600,6.938,69.28694,1.10000,,870,,,0.80,0.89,-0.400
280,CoRoT-8 b,6.21238100,0.063390,6.389,69.28694,1.45000,0.190000,,,5080.00,0.77,0.88,
281,CoRoT-8 b,6.21229000,0.063300,7.981,68.65128,0.74000,,922,,5080.00,0.90,0.88,
282,CoRoT-8 b,6.21229000,0.063000,6.390,69.92000,1.60000,0.000000,,K1 V,5080.00,0.77,0.88,
283,CoRoT-9 b,95.27265600,0.402100,11.949,266.97720,0.86000,0.133000,420,,5625.00,0.96,0.96,
284,CoRoT-9 b,95.27265600,0.402900,11.949,268.88418,0.91000,0.134000,,,5625.00,0.96,0.96,
285,CoRoT-9 b,95.27380000,0.402700,11.624,262.52758,0.92000,,413,,5625.00,0.94,0.96,
286,CoRoT-9 b,95.27380000,0.407000,11.770,266.97000,0.90000,0.110000,,G3 V,5625.00,0.94,0.99,
287,CoRoTID 223977153 b,6.71837000,0.071000,6.389,47.67450,1.10000,,938,G0 VI,5970.00,0.79,1.08,-0.155
288,DE CVn b,4098.10000000,5.750000,,,,0.000000,,,,,0.51,
289,DENIS-P J082303.1-491201 b,246.36000000,0.360000,,9057.77000,,0.345000,,L1.5,,,0.07,
290,DH Tau b,,330.000000,,3496.00000,,,,M0.5,,0.27,0.33,
291,DH Tau b,,,30.264,3496.13000,,,2200,,4371.00,1.37,0.68,-0.212
292,DMPP-1 b,18.57000000,0.146200,,,,0.083000,877,F8 V,6196.00,1.26,1.21,
293,DMPP-1 c,6.58400000,0.073300,,,,0.057000,1239,F8 V,6196.00,1.26,1.21,
294,DMPP-1 d,2.88200000,0.042200,,,,0.070000,1632,F8 V,6196.00,1.26,1.21,
295,DMPP-1 e,5.51600000,0.065100,,,,0.070000,1314,F8 V,6196.00,1.26,1.21,
296,DMPP-2 b,5.20720000,0.066400,,,,0.078000,1000,F5 V,6500.00,1.78,1.44,0.104
297,DMPP-3 A b,6.67360000,0.066200,,,,0.000000,854,,,,,
298,DMPP-3 A b,6.67320000,0.066200,,,,0.140000,854,K0 V,5138.00,0.91,0.87,
299,DP Leo b,8693.00000000,8.600000,,1995.88832,,,,,,,,
300,DP Leo b,10220.00000000,8.190000,,,,0.390000,,,,,0.69,
301,DS Tuc A b,8.13870000,,5.630,413.17900,,,,G6 V,5542.00,0.87,0.96,
302,DS Tuc A b,8.13826800,,5.700,,,0.000000,850,G6 V,5428.00,0.96,1.01,-0.140
303,DS Tuc A b,8.13822000,,6.955,,,,966,,5414.00,0.95,,
304,EPIC 201170410.02,6.79870000,0.034900,1.047,,,0.000000,,,3648.00,0.28,0.29,
305,EPIC 201238110 b,28.16560000,,1.870,,,,,,,,0.41,
306,EPIC 201238110 b,28.16960000,,2.200,,,,,,,0.37,,
307,EPIC 201427007 b,0.72091000,,1.500,,,,,,5633.00,0.94,,
308,EPIC 201497682 b,2.13174000,,0.692,,,,,,,,0.78,
309,EPIC 201595106 b,0.87703000,,1.200,,,,1874,,5711.17,0.99,1.02,-0.026
310,EPIC 201595106 b,0.87718300,,1.406,,,,,,5705.00,0.93,,
311,EPIC 201595106 b,0.87721400,,1.300,,,,,,5820.00,0.93,,
312,EPIC 201615463 c,3.80464000,,1.220,,,,,,,,1.07,
313,EPIC 201754305 d,2.71578000,,1.030,,,,,,,,0.67,
314,EPIC 201757695.02,2.04780000,0.029600,0.908,,,0.000000,,,4520.00,0.66,0.73,-0.364
315,EPIC 201833600 c,3.96165000,,1.480,,,,,,,0.63,,
316,EPIC 201833600 c,3.96151000,,1.000,,,,,,,,0.61,
317,EPIC 201841433 b,4.16959000,,1.100,,,,,,,,0.80,
318,EPIC 201841433 b,4.16980000,0.035000,1.040,,,,,,5053.00,0.63,0.80,
319,EPIC 201841433 b,4.16888000,,1.410,,,,,,,0.63,,
320,EPIC 205950854 c,8.05160000,,1.620,,,,,,,0.90,,
321,EPIC 205950854 c,8.04680000,,1.180,,,,,,,,0.91,
322,EPIC 205950854 c,8.05072200,,1.310,,,,961,,5502.70,0.83,0.88,
323,EPIC 206024342 b,4.50756000,,1.700,,,,,,,,0.93,
324,EPIC 206024342 b,4.50717000,,1.440,,,,,,,0.82,,
325,EPIC 206024342 c,0.91165670,,1.350,,,,,,5648.00,0.94,,
326,EPIC 206024342 c,0.91172400,,1.400,,,,,,5724.00,1.10,,
327,EPIC 206024342 c,0.91161800,,1.160,,,,,,,0.82,,
328,EPIC 206024342 d,14.64350000,,2.520,,,,,,,0.82,,
329,EPIC 206024342 d,14.63700000,,4.000,,,,,,6438.00,1.50,,
330,EPIC 206024342 d,14.64154100,,2.940,,,,,,5648.00,0.94,,
331,EPIC 206024342 d,14.64753100,,2.600,,,,,,5724.00,1.10,,
332,EPIC 206032309 b,2.87814000,,1.010,,,,,,,,0.22,
333,EPIC 206042996 b,5.29853000,,3.320,,,,,,,0.67,,
334,EPIC 206042996 b,5.29711000,,1.620,,,,,,,,0.56,
335,EPIC 206042996 c,0.35490972,,1.450,,,,,,3893.00,0.57,,
336,EPIC 206042996 c,0.35488400,,1.200,,,,,,4114.00,0.50,,
337,EPIC 206215704 b,2.25372000,,0.900,,,,,,,,0.41,
338,EPIC 206215704 b,2.25558000,,2.000,,,,,,,0.37,,
339,EPIC 206317286 b,1.58316000,,1.220,,,,,,,0.67,,
340,EPIC 206317286 b,1.58252000,,0.960,,,,,,,,0.71,
341,EPIC 211822797 b,21.17019630,0.119500,1.920,,,,431,,4057.00,0.58,0.62,
342,EPIC 211822797 b,21.16860000,,2.180,,,,,,,0.64,,
343,EPIC 211822797 b,21.17623917,,,,,,,,3811.00,0.60,0.59,-1.169
344,EPIC 211822797 b,21.16986100,0.131000,1.980,,,0.060000,,,4148.21,0.57,0.66,
345,EPIC 211822797 b,21.15950000,,,,,,,,3811.00,0.60,0.59,-1.169
346,EPIC 211822797 b,21.16961900,,2.200,,,0.180000,,,3880.00,0.59,0.61,-1.153
347,EPIC 211945201 b,19.49183000,,5.960,,,,,,,1.40,,
348,EPIC 211945201 b,19.49213200,,6.000,,,,,,,1.48,,
349,EPIC 211945201 b,19.49196500,,6.800,,,,,,6320.00,1.49,,
350,EPIC 211945201 b,19.49100000,,,,,,,,6128.00,1.36,1.16,0.373
351,EPIC 211945201 b,19.50735025,,,,,,,,6128.00,1.36,1.16,0.373
352,EPIC 211945201 b,19.49221000,0.149300,5.760,,,,817,,6069.00,1.39,1.17,
353,EPIC 211945201 b,19.49213000,0.148000,6.120,27.00000,0.65000,0.000000,886,G0,6025.00,1.38,1.18,
354,EPIC 211945201 b,19.49179500,,5.847,,,,,,6046.00,1.41,,
355,EPIC 212297394 b,2.28936300,,1.480,,,,1149,,5171.00,0.80,0.83,
356,EPIC 212297394 b,2.28943000,,1.323,,,,,,,,0.83,
357,EPIC 212297394 b,2.28896000,,1.830,,,,,,,0.75,,
358,EPIC 212297394 c,5.21396500,,2.270,,,,866,,5171.00,0.80,0.83,
359,EPIC 212297394 c,5.21378000,,2.290,,,,,,,0.75,,
360,EPIC 212297394 c,5.21300000,,,,,,,,5008.00,0.78,0.83,-0.467
361,EPIC 212424622 b,18.09830000,,2.170,,,,,,,,1.11,
362,EPIC 212424622 b,18.09710000,,2.210,,,,,,,1.22,,
363,EPIC 212499991 b,34.88500000,,1.600,,,,,,,,0.91,
364,EPIC 212587672 b,15.28078000,,1.260,,,,756,,6004.00,0.98,0.99,
365,EPIC 212587672 b,15.28410000,,1.120,,,,,,,,0.95,
366,EPIC 212587672 b,15.28410000,,1.390,,,,,,,0.98,,
367,EPIC 212587672 c,23.24110566,,,,,,,,6055.00,0.95,1.13,0.038
368,EPIC 212587672 c,23.22600000,,,,,,,,6055.00,0.95,1.13,0.038
369,EPIC 212587672 c,23.22600100,,2.245,,,,,,5928.00,0.95,,
370,EPIC 212587672 c,23.22855500,,2.320,,,,658,,6004.00,0.98,0.99,
371,EPIC 212587672 c,23.22600000,,2.300,,,,,,,0.95,,
372,EPIC 212587672 c,23.22590000,,2.310,,,,,,,0.98,,
373,EPIC 212624936 b,0.57865700,,1.200,,,,,,5765.00,0.93,,
374,EPIC 212624936 c,11.81387000,,2.670,,,,,,,0.95,,
375,EPIC 212624936 c,11.81143700,,2.300,,,,,,5765.00,0.93,,
376,EPIC 212737443 b,13.60300000,0.098000,2.586,,,0.200000,536,K3,4684.00,0.67,0.69,
377,EPIC 212737443 b,13.60697954,,,,,,,,4581.00,0.67,0.72,-0.751
378,EPIC 212737443 b,13.60300000,,,,,,,,4581.00,0.67,0.72,-0.751
379,EPIC 212737443 c,65.55000000,0.280000,2.690,,,0.200000,316,K3,4684.00,0.67,0.69,
380,EPIC 220492298 b,0.76240600,,0.990,,,,,,5620.00,0.89,,
381,EPIC 220554210 c,0.70538600,,1.730,,,,,,,1.01,,
382,EPIC 220554210 c,0.70531000,,1.480,,,,,,,,0.94,
383,EPIC 220674823 b,0.57128500,,1.816,,,,,,,1.02,,
384,EPIC 220674823 b,0.57100000,,1.712,7.72000,8.50000,,,,5496.00,0.98,0.90,
385,EPIC 220674823 b,0.57129200,0.011600,1.520,8.36000,13.10000,0.000000,2333,G5 V,5470.00,0.87,0.94,
386,EPIC 220674823 b,0.57129900,,1.669,,,,,,5590.00,0.91,0.97,
387,EPIC 220674823 b,0.57133100,0.013400,1.820,,,,2119,,5617.00,0.98,0.97,
388,EPIC 220674823 b,0.57130800,,1.460,,,0.000000,,G5,5590.00,0.83,0.93,-0.119
389,EPIC 220674823 b,0.57133600,0.013120,1.820,9.00000,8.57000,,2063,,5496.00,0.95,0.92,
390,EPIC 220674823 b,0.57133600,,1.800,,,,,,,0.97,,
391,EPIC 220674823 c,13.34124500,,2.530,,,0.000000,,G5,5590.00,0.83,0.93,-0.119
392,EPIC 220674823 c,13.33974600,,2.705,,,,,,5590.00,0.91,0.97,
393,EPIC 220674823 c,13.33907900,0.109100,2.730,,,,741,,5617.00,0.98,0.97,
394,EPIC 220674823 c,13.33868700,,2.800,,,,,,,0.97,,
395,EPIC 220674823 c,13.33870000,0.107100,2.770,5.70000,1.30000,,722,,5496.00,0.95,0.92,
396,EPIC 220674823 c,13.33877000,,3.790,,,,,,,1.02,,
397,EPIC 220674823 c,13.33970000,0.105000,2.500,5.80000,2.00000,0.180000,774,G5 V,5470.00,0.87,0.94,
398,EPIC 228836835 b,0.72813000,,1.270,,,,932,,3506.00,0.42,0.42,-1.612
399,EPIC 228836835 b,0.72811300,,1.100,,,,,,3782.00,0.32,,
400,EPIC 246851721 b,6.18023500,0.072290,11.781,953.49000,3.10000,,1401,F5 V,6202.00,1.59,1.32,0.526
401,EPIC 248847494 b,3650.00000000,4.500000,12.442,4131.79000,,0.000000,183,,4898.00,2.70,0.90,
402,EPIC 249893012 b,3.59510000,0.047000,1.950,8.75000,6.39000,0.060000,1616,G8 IV/V,5430.00,1.71,1.05,
403,EPIC 249893012 c,15.62400000,0.130000,3.670,14.67000,1.62000,0.070000,990,G8 IV/V,5430.00,1.71,1.05,
404,EPIC 249893012 d,35.74700000,0.220000,3.940,10.18000,0.91000,0.150000,752,G8 IV/V,5430.00,1.71,1.05,
405,FU Tau b,,800.000000,,5085.28000,,,2375,M7.25,2838.00,,0.05,-0.699
406,G 264-012 b,2.30538000,0.022790,,,,,587,M4.0 V,3326.00,0.30,0.30,-1.972
407,G 264-012 c,8.05180000,0.052500,,,,,387,M4.0 V,3326.00,0.30,0.30,-1.972
408,G 9-40 b,5.74591200,,,,,,,,3390.00,0.31,,
409,G 9-40 b,5.74600700,0.038500,2.025,,,0.000000,456,M2.5 V,3348.00,0.31,0.29,-1.971
410,GJ 1061 b,3.20400000,0.021000,,,,0.310000,,M5.5 V,2953.00,0.16,0.12,-2.770
411,GJ 1061 c,6.68900000,0.035000,,,,0.290000,,M5.5 V,2953.00,0.16,0.12,-2.770
412,GJ 1061 d,13.03100000,0.054000,,,,0.530000,,M5.5 V,2953.00,0.16,0.12,-2.770
413,GJ 1132 b,1.62893100,0.015300,1.130,1.66000,6.30000,0.220000,529,,3270.00,0.21,0.18,-2.359
414,GJ 1132 b,1.62892870,0.015330,1.430,1.63000,3.10000,,644,,,0.26,0.18,
415,GJ 1132 b,,,,1.58000,,,,,,,,
416,GJ 1132 b,1.62893000,,1.160,1.62000,6.00000,0.000000,409,M4.5 V,3270.00,0.21,0.18,-2.359
417,GJ 1132 c,8.92900000,0.047600,,,,0.270000,300,,3270.00,0.21,0.18,-2.359
418,GJ 1148 b,41.39700000,0.163506,,,,0.314000,,,3287.00,0.36,0.34,-1.869
419,GJ 1148 b,41.37500000,0.168600,,,,0.366000,,,3357.57,0.37,0.37,
420,GJ 1148 b,41.38000000,0.166000,,,,0.380000,,,3287.00,0.36,0.34,-1.869
421,GJ 1148 c,532.58000000,0.912000,,,,0.342000,,,3287.00,0.36,0.34,-1.869
422,GJ 1148 c,535.90000000,0.930200,,,,0.270000,,,3357.57,0.37,0.37,
423,GJ 1151 b,2.01800000,0.017350,,,,0.000000,,M4.5,,,,
424,GJ 1214 b,1.58040490,,2.640,,,,,,,0.21,0.16,
425,GJ 1214 b,1.58040494,,,,,0.000000,,,3074.00,0.21,0.18,-2.431
426,GJ 1214 b,1.58040487,,2.740,6.37000,1.68000,,547,,2949.00,0.21,0.15,-2.553
427,GJ 1214 b,1.58040482,,2.270,6.43000,3.03000,,,,,0.21,0.16,
428,GJ 1214 b,1.58040417,,,,,,604,,3250.00,0.22,0.18,-2.312
429,GJ 1214 b,1.58040456,0.014110,2.847,6.26125,1.49000,,,,3026.00,0.22,0.15,
430,GJ 1214 b,1.58040481,,,,,,,,3000.00,,,
431,GJ 1214 b,1.58040482,,2.650,6.45000,1.89000,,,,3170.00,0.18,0.16,
432,GJ 1214 b,1.58039250,,2.678,6.55000,1.87000,0.140000,555,,3026.00,0.21,0.16,-2.484
433,GJ 1214 b,1.58040433,0.014900,2.742,8.17000,2.20000,0.063000,596,M4 V,3250.00,0.21,0.18,-2.337
434,GJ 1214 b,,,,,,,,,3026.00,0.20,,
435,GJ 1214 b,1.58040481,,,,,,,,3026.00,0.21,,
436,GJ 1214 b,1.58040465,,,,,0.000000,,,3074.00,0.21,0.18,-2.431
437,GJ 1214 b,1.58040430,,2.610,,,,,,,0.20,,
438,GJ 1214 b,1.58040835,,,,,,,,3074.00,0.21,0.18,-2.431
439,GJ 1252 b,0.51823490,0.009160,1.193,2.09000,,0.000000,1089,M3,3458.00,0.39,0.38,-1.708
440,GJ 1252 b,0.51822400,,1.135,,,,,,3325.00,0.38,,
441,GJ 1265 b,3.65110000,0.026000,,,,0.040000,,M4.5 V,3236.00,0.19,0.18,-2.439
442,GJ 143 b,35.61342100,,2.907,,,,396,,4628.53,0.71,,
443,GJ 143 b,35.58900000,0.193200,,30.63000,,0.325000,,,,0.73,0.76,-0.706
444,GJ 143 b,35.61253000,0.191500,2.610,22.70000,7.00000,0.188000,422,K4.5,4640.00,0.69,0.73,-0.686
445,GJ 15 A b,11.44070000,0.072000,,,,0.094000,,M1,3607.00,0.38,0.38,-1.655
446,GJ 15 A b,11.44330000,0.071700,,,,0.000000,550,M2 V,3567.00,0.39,0.38,-1.663
447,GJ 15 A b,11.44320000,0.073200,,,,0.075000,,,3742.67,0.38,0.40,
448,GJ 15 A c,7600.00000000,5.400000,,,,0.270000,,M1,3607.00,0.38,0.38,-1.655
449,GJ 160.2 b,5.23540000,0.053000,,,,0.060000,,M0 V,4347.00,,0.69,-0.796
450,GJ 163 b,8.63182000,0.060700,,,,0.073000,,,,,,
451,GJ 163 c,25.63058000,0.125400,,,,0.099000,,,,,,
452,GJ 163 d,603.95116000,1.030400,,,,0.373000,,,,,,
453,GJ 179 b,2288.00000000,2.410000,,,,0.210000,,M3.5 V,3370.00,0.38,0.36,-1.796
454,GJ 179 b,2333.00000000,2.523000,,,,0.169000,,,3411.78,0.38,0.39,
455,GJ 180 b,17.38000000,0.103000,,,,0.110000,,M2 V,3371.00,,0.43,-1.886
456,GJ 180 b,17.13300000,0.092000,,,,0.070000,,,,,0.43,
457,GJ 180 c,24.32900000,0.129000,,,,0.090000,,M2 V,3371.00,,0.43,-1.886
458,GJ 180 d,106.30000000,0.309000,,,,0.140000,,,,,0.43,
459,GJ 2056 b,69.97100000,0.283000,,,,0.720000,,,,,0.62,
460,GJ 229 A c,121.99500000,0.339000,,,,0.190000,,,,,0.58,
461,GJ 229 b,526.11500000,0.898000,,,,0.100000,,,,,0.58,
462,GJ 229 b,471.00000000,0.970000,,,,0.100000,,M1/M2 V,3564.00,,0.58,-1.553
463,GJ 251 b,14.23800000,0.081800,,,,0.100000,351,M3.0 V,3451.00,0.36,0.36,-1.772
464,GJ 27.1 b,15.81900000,0.101000,,,,0.080000,,M0.5 V,3542.00,,0.53,-1.585
465,GJ 273 b,18.64980000,0.091101,,,,0.100000,,M3.5,3382.00,0.29,0.29,-2.056
466,GJ 273 c,4.72340000,0.036467,,,,0.170000,,M3.5,3382.00,0.29,0.29,-2.056
467,GJ 3021 b,133.71000000,0.490000,,,,0.511000,350,G6 V,5540.00,0.90,0.90,-0.180
468,GJ 3082 b,11.94900000,0.079000,,,,0.220000,,,,,0.47,
469,GJ 3138 b,1.22003000,0.019700,,,,0.190000,,M0,3717.00,0.50,0.68,-1.347
470,GJ 3138 c,5.97400000,0.057000,,,,0.110000,,M0,3717.00,0.50,0.68,-1.347
471,GJ 3138 d,257.80000000,0.698000,,,,0.320000,,M0,3717.00,0.50,0.68,-1.347
472,GJ 317 b,695.66000000,1.151000,,,,0.070000,,,,,0.42,
473,GJ 317 b,692.00000000,1.150000,,794.50000,,0.110000,,M2.5 V,3510.00,,0.42,
474,GJ 317 b,695.36000000,1.180000,,,,0.098000,,,3492.73,0.43,0.45,
475,GJ 317 b,692.90000000,0.950000,,,,0.193000,,M3.5 V,,,0.26,
476,GJ 317 c,7500.00000000,5.780000,,,,0.250000,,,3492.73,0.43,0.45,
477,GJ 317 c,5312.00000000,,,,,0.308000,,,,,0.24,
478,GJ 317 c,6739.32300000,5.230000,,,,0.170000,,,,,0.42,
479,GJ 317 c,10000.00000000,25.000000,,,,0.810000,,M2.5 V,3510.00,,0.42,
480,GJ 328 b,4100.00000000,4.500000,,,,0.370000,,M1,3900.00,,0.69,
481,GJ 3293 b,30.59870000,0.143390,,,,0.060000,,M2.5,3466.00,0.40,0.42,-1.658
482,GJ 3293 b,30.60000000,0.143400,,,,0.070000,,M2.5,3466.00,0.40,0.42,-1.658
483,GJ 3293 c,122.61960000,0.361750,,,,0.110000,,M2.5,3466.00,0.40,0.42,-1.658
484,GJ 3293 c,123.75000000,0.364000,,,,0.330000,,M2.5,3466.00,0.40,0.42,-1.658
485,GJ 3293 d,48.13450000,0.193940,,,,0.120000,,M2.5,3466.00,0.40,0.42,-1.658
486,GJ 3293 e,13.25430000,0.082080,,,,0.210000,,M2.5,3466.00,0.40,0.42,-1.658
487,GJ 3323 b,5.36360000,0.032820,,,,0.230000,,M4,3159.00,0.12,0.16,-2.569
488,GJ 3323 c,40.54000000,0.126400,,,,0.170000,,M4,3159.00,0.12,0.16,-2.569
489,GJ 3341 b,14.20700000,0.089000,,,,0.310000,,M2.5,3526.00,0.44,0.47,-1.538
490,GJ 338 B b,24.45000000,0.141000,,,,0.110000,391,M0.0 V,4005.00,0.58,0.64,-1.101
491,GJ 3470 b,3.33664900,0.035960,4.320,14.10000,0.94000,,,,,0.53,0.56,
492,GJ 3470 b,3.33665000,0.035570,4.830,13.90000,0.72000,,,,3600.00,0.57,0.54,
493,GJ 3470 b,3.33664130,,,,,,,,3552.00,0.50,0.50,-1.446
494,GJ 3470 b,3.33664960,0.035500,4.570,13.90000,0.80000,,594,,3600.00,0.55,0.54,
495,GJ 3470 b,3.33666500,,,,,,,,3552.00,0.50,0.50,-1.446
496,GJ 3470 b,3.33664900,,,,,,,,3552.00,0.50,0.50,-1.446
497,GJ 3470 b,3.33664870,0.031000,3.880,13.73000,1.18000,0.017000,604,,3652.00,0.48,0.51,
498,GJ 3470 b,3.33714000,0.034800,4.200,14.00000,1.07000,0.051000,615,M1.5,3600.00,0.50,0.54,-1.538
499,GJ 3470 b,3.33664900,,3.880,12.58000,0.93000,0.114000,615,M1.5,3652.00,0.48,0.51,-1.538
500,GJ 3473 b,1.19800350,0.015890,1.264,1.86000,5.03000,0.000000,773,,3347.00,0.36,0.36,-1.824
501,GJ 3473 b,1.19805800,,1.174,,,,705,,3332.00,0.35,,
502,GJ 3473 c,15.50900000,0.087600,,,,0.000000,329,,3347.00,0.36,0.36,-1.824
503,GJ 3512 b,203.59000000,0.338000,,,,0.435600,,M5.5 V,3081.00,0.14,0.12,-2.804
504,GJ 357 b,3.93079200,,1.305,,,,493,,3505.00,0.36,,
505,GJ 357 b,3.93072000,0.035000,1.217,1.84000,5.60000,,525,M2.5 V,3505.00,0.34,0.34,-1.798
506,GJ 357 c,9.12470000,0.061000,,,,,401,M2.5 V,3505.00,0.34,0.34,-1.798
507,GJ 357 d,55.66100000,0.204000,,,,,220,M2.5 V,3505.00,0.34,0.34,-1.798
508,GJ 3634 b,2.64561000,0.028700,,8.40000,,0.080000,,M2.5,,0.43,0.45,-1.699
509,GJ 367 b,0.32196200,0.007100,0.718,0.54600,8.10600,0.000000,1745,M1.0 V,3522.00,0.46,0.45,-1.541
510,GJ 367 b,0.32192580,,1.028,,,,1255,,3518.00,0.46,,
511,GJ 3779 b,3.02320000,0.026000,,,,0.070000,,M4.0 V,3324.00,0.28,0.27,-2.062
512,GJ 393 b,7.02679000,0.054020,,,,,485,M2.0 V,3579.00,0.43,0.43,-1.571
513,GJ 3942 b,6.90500000,0.060800,,,,0.121000,590,M0,3867.00,0.61,0.63,-1.120
514,GJ 3998 b,2.64977000,0.029000,,,,0.000000,,M1,3722.00,0.49,0.50,-1.387
515,GJ 3998 c,13.74000000,0.089000,,,,0.049000,,M1,3722.00,0.49,0.50,-1.387
516,GJ 411 b,12.94600000,0.078900,,,,0.120000,370,M1.5 V,3601.00,0.39,0.39,-1.710
517,GJ 411 b,12.93820000,0.078920,,,,0.095000,,,3719.95,0.37,0.39,
518,GJ 411 b,12.95320000,0.078500,,,,0.220000,350,M1.9,3563.00,0.39,0.39,-1.658
519,GJ 414 A b,51.62500000,0.240300,,,,0.280000,,,4205.93,0.67,0.69,
520,GJ 414 A b,50.80000000,0.232400,2.630,,,0.450000,309,K7 V,4120.00,0.68,0.65,-0.924
521,GJ 414 A c,744.70000000,1.424000,,,,0.185000,,,4205.93,0.67,0.69,
522,GJ 414 A c,749.83000000,1.400000,8.400,,,0.105000,125,K7 V,4120.00,0.68,0.65,-0.924
523,GJ 422 b,20.12900000,0.111000,,,,0.110000,,,,,0.35,
524,GJ 422 b,26.16100000,0.119000,,,,0.050000,,M3.5 V,3323.00,,0.35,-1.959
525,GJ 4276 b,13.35200000,0.082000,,,,0.370000,,M4.0,3387.00,0.41,0.41,-1.706
526,GJ 433 b,7.37090000,0.058000,,,,0.080000,,M1.5,3600.00,,0.48,-1.469
527,GJ 433 b,7.37090000,0.060000,,,,0.080000,,,3461.00,0.50,0.59,
528,GJ 433 b,7.36970000,0.060000,,,,0.050000,,M1.5 V,3472.00,,0.48,-1.699
529,GJ 433 b,7.37050000,0.062000,,,,0.040000,,,,,0.48,
530,GJ 433 c,3400.00000000,3.600000,,,,0.080000,,M1.5 V,3472.00,,0.48,-1.699
531,GJ 433 c,5094.10500000,4.819000,,,,0.120000,,,,,0.48,
532,GJ 433 d,36.05900000,0.178000,,,,0.070000,,,,,0.48,
533,GJ 436 b,2.64385900,0.027800,,,,0.145000,,,3456.00,0.43,0.42,-1.633
534,GJ 436 b,2.64389846,,,,,,,,3456.00,0.43,0.42,-1.633
535,GJ 436 b,2.64389803,0.030800,4.100,25.40000,,0.161600,,,3416.00,0.46,0.56,
536,GJ 436 b,2.64389040,,4.040,,,,,,3500.00,0.45,0.45,
537,GJ 436 b,2.64388312,0.029100,4.170,22.10000,1.80000,0.138270,,,,0.46,0.47,
538,GJ 436 b,2.60000000,0.029000,4.260,23.20100,1.70000,0.200000,650,M2.5 V,,,,
539,GJ 436 b,,,,21.67601,,0.149500,,,,,0.45,
540,GJ 436 b,2.64386000,0.028720,4.200,23.10000,,,,,,0.45,,
541,GJ 436 b,2.64400000,0.028000,,,,0.152000,,,3456.00,0.43,0.42,-1.633
542,GJ 436 b,2.64394300,0.027800,,,,0.207000,,,3456.00,0.43,0.42,-1.633
543,GJ 436 b,2.64385000,0.028500,,,,0.160000,,,3350.00,,0.44,-1.620
544,GJ 436 b,2.64410000,0.027800,,,,0.120000,,M2.5 V,,,0.41,
545,GJ 436 b,2.64389200,0.028490,,,,0.145000,,,3586.11,0.42,0.44,
